"text","text.1","favorite_count","retweet_count","lat","lng","search_term"
"x4878882339","Why I want a British accent so bad 😩😂",0,0,,,"bad accent"
"x540233417","Worst part of my* week. Not trying to do a bad accent here.",1,0,,,"bad accent"
"x3241898666","@tx_law @mami_esq Do you get """"the vapors"""" frequently? (reference: in bad Southern accent - """"Vapors! And me without my fan..."""")",2,0,,,"bad accent"
"x1029872479710265345","my Spanish is not just bad — my accent when speaking it is an insult to the language as a whole. Something I am working on but I’ve not made much progress",1,0,,,"bad accent"
"x986238370580873224","People who do this just put on a bad Jamaican accent thinking all of the Caribbean sounds the same 😭 https://t.co/8bYZygHNNp",19,5,,,"bad accent"
"x396746558","Friend- ¨If you prefer to go by Bláithín why don't you make that your first name instead of middle¨

Me- ¨It is bad enough that most people here in the US will miss pronounce it, but trying to get an American to put any kind of accent mark on anything is like pulling teeth.¨",1,0,,,"bad accent"
"x386702171","@people Nicole is fine but Javier was a bad choice. Desi was Cuban not Spanish. There is a difference and I saw the trailer. Even his accent and acting is bad🤦🏻‍♀️🤦🏻‍♀️",1,0,,,"bad accent"
"x878558702","Sometimes I feel like the only person on earth who understands that Nicole Kidman’s American accent isn’t bad because she’s Australian, it’s bad because she has a rhotacism! The woman cannot pronounce her r’s! Physiologically! https://t.co/dUe5pnV9gJ",5,0,,,"bad accent"
"x29838332","@rachsyme Can we collectively agree that Nicole’s American accent is aggressively bad? But yes, I like the production design.",4,0,,,"bad accent"
"x35875300","402. SNAKE EYES: G.I. JOE ORIGINS- An action movie without any comprehension for the visual language of film, this is a dull mess. The action is either impossible to see or poorly choreographed, matched in messiness by Golding’s in &amp; out accent. Just bad all around.",0,0,,,"bad accent"
"x2351181006","was Ms. Kidman's American accent always so bad?? Like am I just imagining that it was decently passable in the 90s?",6,0,,,"bad accent"
"x997191355679100928","Saw someone in a  @AlphaTauriF1  sweatshirt and just yelled “pierre gasly” in a very very bad french accent",0,0,,,"bad accent"
"x608384517","How y’all is move from the Bahamas and change accent in one semester? 😂😂 mussy want new passport bad",0,0,,,"bad accent"
"x4691379697","@PebbleTerrier Minding the window washer is common terrier work in the shire. Do your littles tell the bad accent “Viper” joke on isle of dogs?",1,0,,,"bad accent"
"x4080069976","@Jeezy318_ Lmfaoooo just let me think that 😂 I want a accent so bad 😂",0,0,,,"bad accent"
"x6970282","@CasaDupre i'm not good at detecting bad accents but isn't his whole angle in that movie 'performative unknowability to unsettle you' so a shifting accent would be totally appropriate.",1,0,,,"bad accent"
"x308147097","@GavinGeddes7 Yes. Freaking girl named Mandy was the worst. She ridiculed me about my Southern accent when I moved here and her's was just as bad or worse. I only moved an hour south and she was GA born too 😂. It was like mean girls. They made up nasty rumors. Can't imagine mean girls now 🤯",0,0,,,"bad accent"
"x2733896105","@soul_assassin44 @plscallmeky I feel you I have a “translantic” accent but it honestly comes from over correcting the bad stutter and lisp I have.",0,0,,,"bad accent"
"x1097334080344076288","@superflick_ i really hate the french accent it's like a huge no no for me so when i first saw him i quite literally went """"oh he's hot- wait he just started talking he's not hot anymore"""" and i thought i was SAFE but suddenly the accent isn't so bad anymore and i hate it 🤡🤡",1,0,,,"bad accent"
"x11579642","📹 catsbeaversandducks: luccorvus: just-things-i-enjoy: official-mugi: immaplatypus: thenatsdorf: Black cats are lucky. (via leahweissmuller) MAN [IN THICK ACCENT]: Black cat bring good luck.  Not bad luck.  I have black cat - See, him face... https://t.co/Yz7yM4zVdR",0,0,,,"bad accent"
"x308286757","Can't stop speaking in a bad British accent......this is Jim's fault",4,0,,,"bad accent"
"x80178333","Wanna hear me do a bad pirate accent? https://t.co/1iNPtxZnB7",4,2,,,"bad accent"
"x3443960423","321 'Blackhat'
A bad hacker/heist movie. It's really full of itself and it's grandiosity with the terrible CGI scenes inside a computer. Hemsworth does a good American accent!
#Blackhat #Hacker #Heist #CGI #ChrisHemsworth #MichaelMann #Tin #TinMines",0,0,,,"bad accent"
"x36195557","Watching Maggie’s Plan on @hulu and Julianne Moore’s accent is pretty bad",0,0,,,"bad accent"
"x3316270072","First of all, no one says """"bad boys"""" anymore

secondly, you don't accent the a in bad. """"these baad boys"""" sounds stupid

jfc do I have to take care of everything?",0,0,,,"bad accent"
"x1046361864","Me: *yelling at #RedSox game in my gloriously authentic Boston accent*

My daughter: “No offense, Mom, but your Boston accent is kind of bad.”

Me: “You have no ideaR, Califawnia Kid. My accent is Wicked legit. Mahshfield authentic.”

Her: https://t.co/Id78xZlWTo",14,1,34.1190164,-117.71617265,"bad accent"
"x20065896","I want a video of an accent expert breaking down Nicole Kidman’s “Russian” accent in #nineperfectstrangers bc I feel like it’s bad lol",0,0,,,"bad accent"
"x1416735842459168775","I mean it’s small differences which I can’t understand I’m not bad at hard accents I do start to talk with the same strong accent as if I am speaking There Language I can’t help it I’m sorry I don’t know what that’s like to experience it’s the processing sector of my brain I know",0,0,,,"bad accent"
"x1039541802347495424","lady who's accent i couldn't make out through a mask &amp; plexiglass asked if medication is usually cheaper thru amazon than a pharmacy &amp; i was like """"idk sounds likely.' she was like """"how can that be?"""" &amp; i was like """"it's a bad country!"""" her eyes widened, later she gave me some candy",9,0,,,"bad accent"
"x61935087","@sdacaricatures Wham regards sounds like a bad Boston accent, which I also wouldn't put past him.",1,0,,,"bad accent"
"x1006919818933690368","Took a 5 hour nap today so I’m prob gonna be up all night lmfao so here’s a thread of what I’m watching. This was not very good tbh. Jason Alexander shows up and has a bad British accent. Some of the gore is cool. https://t.co/FzX5LVSb9M",20,0,,,"bad accent"
"x171273057","I may not be the prettiest and I’m not the smartest and I may not be coordinated and I might not have the nicest voice or the coolest accent and I might be severely adhd, and I do have a bad back, and I might not know how to budget BUT I have black hair and a middle part.",15,2,47.27302215,-120.882482,"bad accent"
"x12959482","@JasStanford @evan7257 You could always put on a bad British accent and ask, “Tuber, or not tuber?”",1,0,,,"bad accent"
"x267696716","@parilani @DrRCLantro Well now I want to see Affleck do a bad french accent 😂 doesn't even have to be a movie, it can just be a random video",2,0,,,"bad accent"
"x149194744","@cheaptrickrules I'm very used to bad Boston accents in movies but I'm pretty sure he's the only one whose Boston accent was so bad (in Quiz Show) that it derailed his career.",3,0,,,"bad accent"
"x1215812426177896451","@EmceeCakez @DatNiggaNachos Those Aren’t Bad Actually May I State 😂🤷🏾‍♂️💯 *British Accent https://t.co/EdrAcdKryL",1,0,,,"bad accent"
"x1242424474235961344","@theOGSeffect My bad…my assumption was you were a ‘top red’ since you were saying who is a real fan and who isn’t based on how they view the manager which is nonsense

Based on that I figured you’d just slag off my opinion based on my accent so I stand corrected there 👍🏽",0,0,,,"bad accent"
"x300663220","@nervewing If you want to laugh your ass off at an attempt to make a found footage horror movie you should check out Bad Ben on Amazon. Watch a guy with a thick Philly accent film a one man """"horror"""" movie on his iPhone. It's so horrible that it's actually a fun comedy.",1,0,,,"bad accent"
"x1436205647637352457","Still laughing about how intentionally bad MJF's accent was when he was speaking Spanish on Dynamite this week #AEW",2,0,,,"bad accent"
"x15182368","also if we ever make BAD KARMA into a movie, Zach Gilford (Riley) would be a great Ethan?! (If he can do a Southie accent)",15,0,,,"bad accent"
"x27824005","It’s hella outta line and I feel bad, but when I’m at work and people come to me and talk to me with a foreign accent, my brain immediately tells me to respond trying to duplicate their accent lol",1,0,,,"bad accent"
"x2858906431","@Totally_Offside Scarlet witch’s russian accent was always bad like that too",0,0,,,"bad accent"
"x369877146","@MisterABK @SoozUK I wish I hadn't read the book before watching the movie because, bad accent or not I would've been fooled. The makeup is that good!",0,0,37.7706565,-122.4359785,"bad accent"
"x1248867743849316352","@BarbaraFantechi Oh, it’s without an accent just “gratis” lol. my bad",1,0,,,"bad accent"
"x1061853437409853440","one time i was a counselor for this summer program and i asked this little girl why tf she threw up on the floor and she said """"it is soup... from my country"""" in her russian accent and i felt so bad 😭",2,0,,,"bad accent"
"x34901080","https://t.co/3uKJKu4dqC I was reading this and wondering how 'bad' her english was, so I checked some videos, and, its not even that bad. I'd compare it to maxime bernier (accent, not politics)",0,0,,,"bad accent"
"x2907055276","@sourbreadna Maybe I'm just not familiar enough with the Wisconsin accent, but I've never noticed anything bad.

Or maybe it's just too close to a Canadian one for it to register for me. lol",1,0,,,"bad accent"
"x93522183","@CNN Great article! I saw Cox off-Broadway about 15 years ago and he was brilliant--then I saw him on Broadway in late 2019 in THE GREAT SOCIETY and his LBJ was, to be kind, pretty bad. Posture was off, wrong accent, and resorted to shouting in the oddest places. Logan more his style.",1,0,,,"bad accent"
"x922577419193724929","Son that play Spencer James in All-American a bad actor 

But I give it to homie who play Lamar in BMF he’s really believable 

Like you would think son really grew up In the trenches

How these niggas be switching accent up so easily 😂",0,0,40.655138,-73.9487755,"bad accent"
"x2666234351","I want a Colombian accent so bad 😫",0,0,,,"bad accent"
"x943095900402061312","@NateDawgUga Pedro needs to retire from talking on tv too.. it’s terrible and it’s not just the accent that’s bad..",0,0,,,"bad accent"
"x61810086","I still can't believe that this woman is the bad Jamaican accent meme person https://t.co/3nHJy6vMnH",0,0,,,"bad accent"
"x2261511602","@cwebbonline @55andwhat I will swoon if I hear an amazing foreign accent, the guy in the Amazon commercial who is going to school to be a nurse.. He softly speaks at the end of the commercial in Filipino, """"I will never forget you."""" I felt kinda bad getting hot &amp; bothered with his accent 😳😝😄",6,0,,,"bad accent"
"x3048554083","@crowgod666 @riverrobby As a fellow Mexican, picture a drunk white frat boy in that Taco costume holding a margarita pitcher and saying the most racist babosito bullshit while doing a really bad impression of Cheech Marin’s accent and an entire room full of non-Mexicans laughing hysterically at it.",57,0,,,"bad accent"
"x14328484","Let’s talk Ed Sheeran‘s voice. This does not sound like him on Shivers and Bad Habits. He sounds like a kid with an American accent. Am I the only one thinking this? https://t.co/pidqSaw5GR",2,0,,,"bad accent"
"x1950933170","@KLK1618 @Teagirl421 I knew he was Australian. I think he just spoke in his regular accent. But the joke was that casey the character was doing a bad Australian accent",1,0,,,"bad accent"
"x1026685679458078720","Giving bad news in a poorly executed accent makes it more light hearted",0,0,33.921924,-117.21792,"bad accent"
"x34385685","@leoie I thought she really suited the part physically and her accent wasn’t too bad but oh I hate movies based on books with the ending changed",1,0,,,"bad accent"
"x2213246778","@YvonneNicolas @MsLaShawnVasser For real, though. Harlan is just a dirty looking Ichabod with potty mouth doing (a very bad) non-British accent.  I love watching him. I think both he &amp; Nicole suffered after Sleepy Hollow. It’s been off the air for 4 hrs &amp; I haven’t seen either of them in any major productions.",0,0,,,"bad accent"
"x1146415934","@KathyShetterly After Schwarzenegger here in California I was hesitant about 45 running for president .
   I said he was running on the same platform as Schwarzenegger without the bad accent",1,0,,,"bad accent"
"x25778108","@Subtronics @oddprophet Gotta be """"bottle of water"""" in a bad British accent 🤣🤣",0,0,,,"bad accent"
"x3301063001","Why’d Ray just call me a “big green tractor talkin ass bih” 😭😭😭😭😭 my accent is not that bad lmao",2,1,,,"bad accent"
"x2251357180","If you made it this far, tysm!! It took a long time of hunting for items and trading in message boards, but I’m very happy with the end product. Can’t wait to throw some accent walls and partitions in this bad boy 😌🤠 #ACNH #AnimalCrossingNewHorizons",1,0,,,"bad accent"
"x2573874602","I actually somehow forgot just how truly bad Billie Piper’s Irish accent is lmao",0,0,,,"bad accent"
"x1215677538141212674","@SarcasticCupcak Also, girl's accent was also bad.",1,0,,,"bad accent"
"x459043465","@Wittrock_Fern Mine too :) I also liked Austin but James is my top fave. Also I liked how he did the accent. And he looks like he could be Gomez Addams. (Which isn't a bad thing. Gomez rocks.)",1,0,,,"bad accent"
"x977445481","You, dumb American: The Last Duel
Me, cultured, speaking with Ben Affleck’s bad French accent: https://t.co/RbuijYpTP8",18,1,,,"bad accent"
"x1121806286570520576","@grahamystical Haha so I think I have only seen it in writing or heard it said with a bad American accent so it didn't sound familiar when pronounced properly!",25,2,,,"bad accent"
"x24926652","@BadWolfArchives And the scene at the end, when Donna repeats him.  I think most people think he's scolding her because of a bad accent, or a mispronounced word (if I remember correctly), but I've always thought he was still traumatized by his ordeal, and her mimicking him freaked him out. https://t.co/qazKdGOs4A",6,0,,,"bad accent"
"x3419679052","am i bad at accents or did luke’s aussie accent really come out in the synth video",0,0,,,"bad accent"
"x225626205","@wyclef wanna be Jamaican so bad lol. What was that accent? #VERZUZ",2,0,18.1154073,-77.2759528,"bad accent"
"x1273031988669120512","@AJ59861509 """"affect"""" as a noun is about someone's emotional state. (Her affect was flat.)
""""affect"""" as a verb? To put on a layer. (She affected an accent.)
""""effect"""" as a noun? Results, consequences. (It had a bad effect on her.)
""""effect"""" as a verb? To bring about. (She effected a solution.)",0,0,,,"bad accent"
"x263487657","if u thought the french-canadian accent (from Québec) was bad, wait until you hear the ppl from New-Brunswick… that shit is so trash u just wanna bl0w the whole place up",19,0,,,"bad accent"
"x21146933","The dragon is horrible cgi. On a side note the Welsh accent bugs me, but not nearly as bad as the mid Atlantic American accent.",4,0,40.3651595,-82.66946745,"bad accent"
"x1262345170655285249","I want an accent so bad",5,0,,,"bad accent"
"x40205434","@IamJustChillin0 It's all silent unless it ends in a vowel with an accent mark. This is because one of the kings had a speech impediment and everyone started talking like him so he wouldn't feel bad about it",1,0,,,"bad accent"
"x739981635739897856","Workin on my jewish accent to impress the bad hoes",2,0,,,"bad accent"
"x143311584","@UglyCalifornia He wasn’t a bad actor , his annunciation was just weird and came off flat and that’s not even considering his voice when he was in costume 😂 … and it especially doesn’t help when you hear him speak with his natural welsh accent",0,0,,,"bad accent"
"x39214566","the trailer looks awesome and i love colin farrell's NY bad guy accent!",7,2,,,"bad accent"
"x1324127656376520707","@WhhatDuYuMean are you ready for an Italian dub of a bad Italian accent though",2,0,,,"bad accent"
"x1087445588239618049","why do Americans insist on having American actors doing a bad Cockney accent rather than just hire a British actor? Don Cheadle in Ocean's 11 is almost on a par with Dick van Dyke",3,0,,,"bad accent"
"x2178650762","@alexburnsNYT @maggieNYT Impossible to read his tweet without doing it in a bad Michael Caine accent in my head.",1,0,,,"bad accent"
"x34415963","@DionLimTV Very bad behavior. No excuse for joy ride and damage. But the Vietnamese accent was spot on…makes me wonder if one of workers was Viet/Asian",1,0,,,"bad accent"
"x749443986478227457","do I love pirate movies enough to watch one with Peter Sellers doing a bad Oirish accent the whole time, that's the question",1,0,,,"bad accent"
"x2474895744","Blows my mind cause he kept going back n forth on how it’s not racist and the bad African accent. You know whats up 🙄 The whole time we weren’t saying anything so it was a one sided conversation. I’m getting annoyed cause dude too close to me. The audacity But my ramen was fire https://t.co/IROQ1YDqlo",3,0,,,"bad accent"
"x2596704192","@KNOWITALLNYC11 You have nooooo idea how much I hated that fake Jamaican with the bad accent. What pissed me off is that ppl bought it. We don’t sound like that!

R.I.P. tho",3,0,,,"bad accent"
"x184080033","@NotJeffStormer not really to my ears but

also i am a bad judge because i picture philly accent as a more extreme delco accent in my head",1,0,,,"bad accent"
"x1248067040851693574","@HarmonyAquarian @cndla4st @TheUSASingers That just struck me so funny because we were having a discussion recently on how horrifying that word is. However, it’s not so bad when said with an English accent.",3,0,,,"bad accent"
"x22972525","@help189 Its supposed to have the accent. The red sox use it in their tweets and at fenway. As well as on the broadcast. Not having the accent is super bad.",1,0,,,"bad accent"
"x14610217","Just asked Joe what he knows about Harry Potter and he pretended to wave a wand at me and yelled “ZIPPITY ZAP!” in a bad British accent. I will marry him.",5,0,,,"bad accent"
"x165922634","So according to Black Widow, Thanos is a small problem in comparison to an army of women of all races being controlled by some old white guy with a bad accent living in the clouds. Cool.",0,0,,,"bad accent"
"x195102731","@jdahline @mnwild What - you don’t like the chick with the bad accent",2,0,,,"bad accent"
"x61003903","@MaconCCFlash @BravesMarla Agreed, I thought Kingsley was pretty hilarious. His bad-English-actor-doing-a-bad-American-accent was spot on.",2,0,,,"bad accent"
"x1214654460447748096","FLANNEL KID IS FAKING A BRITISH ACCENT FOR SOME REASON ITS SO BAD I LOVE IT",1,0,,,"bad accent"
"x1376744934703763456","@heypeewee My bad I didn't realize accent was missing above the E",0,0,,,"bad accent"
"x1208215598632706048","@illyy___ Yeah. Without the accent mark over the E, it's easy for her tweet to look very bad.  
His nickname has always made me uncomfortable for that reason.",0,0,,,"bad accent"
"x18478178","@CitizenCohn 1. I love Kiké.

2. It's a name where you REALLY have to make sure you put the accent on the E or it gets bad.",1,0,,,"bad accent"
"x396042821","[In best Norwegian accent} Yah. But you bad Canadians must stop all fossil fuel extraction and leave your product in the ground. And to show our commitment to the world, we are selling BOTH shares that we held in Canadian companies. #OOTT https://t.co/qeng0d8JQk",0,1,,,"bad accent"
"x1322983893495173127","@CyndiEason1 @TheRealHoarse Every time I try to say """"pokemon mom"""" I sound like a bad Jamaican accent",1,0,,,"bad accent"
"x4634333330","@myluckymop If you're teaching Chinese (with a big focus on pronunciation), and your English accent is bad, that tells me you don't understand how to develop a good accent in a foreign language (and so I'm definitely not going to want to learn from you)",2,0,,,"bad accent"
"x1039932376296644608","@RCMtuning Ah right got ya! It must be your accent and bad throat that make it sound  like duckie duckie! 😂",0,0,,,"bad accent"
"x81989003","@HOLLYandherEGO Ohhhh my bad. Forgot the accent😂😂",0,0,,,"bad accent"
"x1042255475004174336","*in a New Jersey accent*
“Yeah so I’m a fag, whatcha gonna do about it? Tell ur mom? Bad news kid! I’m already fucking her!” https://t.co/fID5farOqr",29,1,,,"bad accent"
"x19176473","@gracektown I read this in a bad British accent😂",2,0,34.0207895,-118.4119065,"bad accent"
"x37301763","@barbhoffbeck @CMT @kanebrown @randytravis Well, this joker sounds like a bad karaoke with a fake accent.",1,0,,,"bad accent"
"x1344336411634315265","każdym razem jak gadam do rodziny oni mówię """"HAHA your accent is so bad"""" like u don't need to point it out :/",1,0,,,"bad accent"
"x1252215518376927233","Actually pretty excited to see this.  Robert Pattinson is actually a pretty good actor so Twilight is just a memory to me now.  

Too bad they didnt let him use his english accent. https://t.co/HWeJJf4xeK",0,0,,,"bad accent"
"x1351748974315765760","@so_cold2004 I had really really strong features and a low voice and for some reason in a small southern town it got clocked as """"ah! Trans!"""" When like. No. I got told off in a few bathrooms, like. It was BAD. That's WHY I talk with a valley girl accent now, it helped me not get treated bad",0,0,,,"bad accent"
"x22125492","@el_fodongo Bad guy from an old cartoon series was called Grijpwijk. He had the most magnificent The Hague accent. https://t.co/UMxnW7gPa1",1,0,,,"bad accent"
"x238259070","@AlmostMedia French-Canadian accents. I've never known a bad person with that accent but I can't help it sounding smug and arrogant to me",0,0,,,"bad accent"
"x16859893","""""Look, the traffic light!""""  (In a bad southern accent) This thing's callin' me an asshole!  #YoureUnderArrest #YoureUnderArrestTheMovie",1,1,,,"bad accent"
"x110509603","Surely Crystal Dynamics could have cast someone that could actually do an African accent as Black Panther, no? 

This is bad.  Chris Judge is great. This isn’t a role he can do. He even turned it down the first time they offered. https://t.co/FCGuSlZlbb",0,0,,,"bad accent"
"x110509603","I love Chris Judge but his African accent in Black Panther expansion in Avengers is awful. Like really bad. They should have casted someone who actually has an African accent at least. Or can do a convincing one.",0,0,,,"bad accent"
"x879138490272710657","@fnoschese Or if you want another letter, here are some (probably bad) suggestions.
-h for “here you are!”
-w for “where you are!”
-script l for “location”
-n for “number line position” 
-z for “ze position” (in a bad French accent)",15,0,,,"bad accent"
"x1436150997676539906","@20thCenturyCA Another bad accent by Affleck?  No thanks!",0,0,,,"bad accent"
"x1235288413378449408","@MikePerryavatar My SERE instructor mumbled something in a bad Southern Slavic accent before slapping me in the face. I am not sure if it involved flag conduct. I agree with your instructor more...",0,0,,,"bad accent"
"x337509180","what nine perfect strangers lacked in depth, nuance and good writing it made up for with nicole kidman’s bad russian accent she had only 60% of the time",4,0,,,"bad accent"
"x293754481","@LizMair @emzanotti We loved this whole series… but there are rules. When you read bear’s lines, you use a bad Connery impression. A delicate, upper crust British accent for the mouse does the trick. 

Oh and Magnitiles. https://t.co/bhx0G0jAnC",1,0,,,"bad accent"
"x836913107352055809","Nice! Pacquiao's attempt at Scottish accent is not bad! 👍👍 https://t.co/onAQGbBUHU",2,0,45.5578305,-73.723025,"bad accent"
"x21415828","@BentleyRobles Bentley I hate it! Like just yell normal. Not everything needs a bad accent",1,0,,,"bad accent"
"x22340022","lrt in other news that movie looks BAD bad but Jack Whitehall's American accent is shockingly okay?",1,0,,,"bad accent"
"x1137882497453367296","@yoNando47 The blues add a nice accent in the right places. The """"fignerstripes"""" (that extend along the entire arm, not just the fingers) seem like a bad attempt at balancing the color. Why just the center fingers? It's just...off to me.",0,0,,,"bad accent"
"x1665408031","@MiaJDesigns Right? She was sweet. Unfortunately lost her to a long battle w Alzheimer’s. Last time I saw her was the same day I found out that I was pregnant w my twins ♥️😔. I miss her little German accent so bad😭",2,0,,,"bad accent"
"x1272936053238710272","@5gWarrior #Kashmir god forbid if ever was a part of #Pakistan , would have suffered the same fate as #Balochistan #sindh and #NWFP! Also #kashmiri language would have been wiped out and replaced by #urdu in a bad #Punjabi accent.",2,0,,,"bad accent"
"x16685531","If you've never sung, """"take out the papers and the trash, or you don't get no spending cash"""" in a bad Arnold Schwarzenegger accent, then you've never lived. Or seen """"Twins"""" twelve thousand times.",3,0,,,"bad accent"
"x363038955","i can’t get over rahul kohli’s accent lmao i haven’t heard an american accent this bad since emma watson in perks of being a wallflower #MidnightMass",0,0,,,"bad accent"
"x213115348","not a big movie rewatch guy but every time i see Bram Stoker's Dracula i love it. every inch of that movie is creative and cool. every costume, every second of sound design or practical vfx. even keanu's bad accent works. they don't make movies like that now and never will again",2,0,,,"bad accent"
"x14989473","What calls out disinformation more than a:
Wiggles-Breaking Bad mashup ?
#vaccinate #WearAMask 
#PublicHealth #VaccinesWork 
#Science 
Accent apologies to my 🇦🇺 friends: @ThomsonAngus @JulieLeask @DanchinMargie
@HollySeale @COSSI_Vaccine
@DrJaneMunro &amp; to @JessicaJKaufman 🤷🏼‍♂️ https://t.co/xoBXyABvQq",9,2,,,"bad accent"
"x152859046","@ManicCannibal tried to uninvite me over my bad Italian American accent. https://t.co/RVzz8WMIEN",16,1,,,"bad accent"
"x194901519","There was a lot that I liked about No Time To Die, but I should admit that the sound editing and Rami Malek's accent choices actively got in the way of my enjoyment of the movie, and those are really things that shouldn't have been a factor. But they were just too bad at point.",0,0,,,"bad accent"
"x1288653846508711936","I want to cuss like this so bad I’m so pissed I have zero accent lol https://t.co/AzY4WIVOjf",0,0,,,"bad accent"
"x22647291","@lesbian_mothman There's this nasal thing that Brits do when they're doing a *bad* American accent vs the people who are actually trying, and I've always been just a little offended by the bad nasal one cause it feels like it's on purpose and mocking",0,0,,,"bad accent"
"x2562658285","do -not- start using a thick northeastern accent around me if you do not want me to act down bad",0,0,,,"bad accent"
"x56798491","My accent only gets bad when I go home.",0,0,,,"bad accent"
"x41730598","@brettmandel Three visits to Montreal in two years and I only got through one retail transaction in French before the employee switched to English. I guess my French accent is just that bad! 

Great city, though!",0,0,,,"bad accent"
"x926477155093110785","🚨new epi is live🚨

⚽️🏀the Schlubina joins the show
💩 matt rants about bad dog owners
⭐️ ethan does a review in a British accent
⚾️ playoffs
🍺 talk
📬 tons of mailbag qs
&amp; more!

🍎pods: https://t.co/LMhNaorXfu
🎧 Spotify: https://t.co/9UoSMerPfu
📺: https://t.co/YCwZ5aWnrd https://t.co/aBNhX2SLhy",3,1,,,"bad accent"
"x1283684851187621890","@MyLove_OfMusic Well I adored AC3 and Black Flag so I'm excited to learn more about Desmond and his fam! I haven't played Rogue and never will because of the main dudes AWFUL Irish accent. I can't play/watch anything if there's a bad Irish accent happening 🤣 Totally ruins the immersion for me!",1,0,,,"bad accent"
"x627839888","down so bad I asked a girl if she had an accent",11,0,,,"bad accent"
"x870485641661890561","hold up i got LC tmr bro gotta pray the accent is not too bad uk LOLOLOLOL",1,0,,,"bad accent"
"x1346010039262142464","@queensofbravo @GarcelleB Hmm so changing your accent isn’t because you want to stay relevant!?  You were amazing @GarcelleB  
The optics for the 3 on the left side were bad bad bad. Good luck to them in finding other work eek who’d wanna work with that",13,1,,,"bad accent"
"x952200034417889281","Dorit questioning Garcelle’s authenticity is HILARIOUS considering she runs around with a put on accent. And a bad one at that. #RHOBH",7,1,,,"bad accent"
"x160775588","@boxmontessori Above SHOULD say-

 ▪︎Haz-Beens Ignored Again▪︎
No1 Blows Smoke up their
              Buts
Toss Toys From Cali Pram
World Sees What an ASS u R
   Your CRACKS Starting 2 Show
          BONKERS

Say in Bad Russian Accent
IZ Tough 2 B a man",1,0,43.629311,-79.2725695,"bad accent"
"x822930857497395200","@freganmitts @FrankVIII The phrase only sounds plausible to me if read with a poor imitation of an antebellum Southern accent, like a bad line read from the Gettysburg movie or something.",3,0,,,"bad accent"
"x1354961691021336580","@Xtine_Makepeace Little me (also current me) used to do a bad NY accent and say """"Ayy, you want some pizza from a giant rat?""""",1,0,,,"bad accent"
"x2326494228","Rahul Kohli with an American accent. This doesn't bug me in a bad way, more in a """"He reminds me of someone and I'm trying to figure out who he sounds like, I swear... it's right there but I can't bring it to the front of my brain..."""" way.",3,0,,,"bad accent"
"x1225079320957333504","Had a great time struggling to 'fah hahbah' *bad boston accent* in Fallout 4 and building our new conservation centre in Planet Zoo! Thank you so much to @tee_spoonie and @morallygay for the raids today 🥺🥺",2,2,,,"bad accent"
"x1398748915","@QueenJaliii Is it bad It bad I played that back in my head with accent lol",0,0,,,"bad accent"
"x31311018","I labeled the folder of Tech pics on my computer “Tick” because I am incapable of saying any bad batch names without using Omeega’s accent. 

Except apparently when I’m scanning a folder for files, my brain isn’t looking for Tick, so I just caused myself momentary confusion.",7,0,,,"bad accent"
"x583649262","@MPAVictoria Nope. Years of watching Coronation Street and being able to hear a bad northern accent or their bad Canadian accents have left me thinking I would do no better.",7,1,,,"bad accent"
"x1268261455503245313","Ah yes the big factor of winning game of the year is a fucking tree lemme put my Lorax accent on ahem I speak for the trees and I command thee bad game for not having physics https://t.co/mvNHvqOAVg",4,0,,,"bad accent"
"x2984975089","why is my teacher telling us a children’s story in a bad Irish accent",1,0,,,"bad accent"
"x24324780",".@jasonmoontn If one has multiple second languages, you speak your weaker ones with the accent of your best second language, not your native one. So you’re not bad at Spanish; you’re really good at French!",0,0,36.20000805,-86.791549,"bad accent"
"x39016348","@Triona_O_Brien @GP_McCrink I can do some accents on purpose. Some good, some bad (dubbing Foil's bouncer to a failed Gothenburg accent was fun). I can't do the local accent on purpose and I've lived in the area for ten years.",3,0,,,"bad accent"
"x717478634085347328","now that my voice no longer makes me dysphoric (i didn't realize how bad it was doing that wow) i can listen to recordings of myself and scratch my head at my weird accent. i'd love to ask yall someday what /u/ think the accent is (not that i have a helpful answer on the truth)",4,0,,,"bad accent"
"x1224850813140340736","@sharbelluna Oh I’m a total Cumberbitch, but I just couldn’t get past his bad American accent",0,0,,,"bad accent"
"x147445795","📹 catsbeaversandducks: luccorvus: just-things-i-enjoy: official-mugi: immaplatypus: thenatsdorf: Black cats are lucky. (via leahweissmuller) MAN [IN THICK ACCENT]: Black cat bring good luck.  Not bad luck.  I have black cat - See, him face... https://t.co/aqAFye5qgA",0,0,,,"bad accent"
"x549607924","From the accent, she could tell that Annissa was one of those people. Those people, who with their “working class roots” and their “stubborn parochialism” are going the way of the dinosaur.

And for her, that isn’t a bad thing.

https://t.co/XXK2IuicAr",3,0,,,"bad accent"
"x1108040918","@discoverjeff @GlobeOpinion @AnnissaForBos @reneeygraham @B87FM @NotoriousVOG Ur memory might be bad from all the drinking. Tons of people have that accent",1,0,,,"bad accent"
"x3030246859","if any of you do not mind sharing and spreading this, it would be greatly appreciated. someone i knew in high school that i interacted with recently got into a bad motorcycling accent.

https://t.co/2EBlTzD7hw",1,3,,,"bad accent"
